,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,reviews_per_month,bathrooms_quantity,wifi,tv,hot_water,kitchen,pets_allowed,free_parking,pool,bathroom_is_shared,bathrooms_type,price_range
7792,f,f,Tijuca,-22.91977,-43.22557,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,1000.0,10,18,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
7795,f,f,Recreio dos Bandeirantes,-23.01174,-43.47169,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,600.0,7,36,0,t,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7798,f,f,Laranjeiras,-22.93738,-43.18198,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,200.0,2,14,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7802,f,f,Copacabana,-22.97402,-43.18821,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,1000.0,15,60,0,f,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7804,f,t,Copacabana,-22.97338,-43.19244,Private room in condominium (condo),Private room,2,1 shared bath,1.0,2.0,100.0,3,1125,8,f,0.14,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
7805,f,f,Ipanema,-22.98185,-43.21412,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,1000.0,10,1125,0,t,0.0,3.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7806,f,f,Vila Isabel,-22.91791,-43.25516,Entire rental unit,Entire home/apt,4,2 baths,1.0,1.0,250.0,7,21,0,f,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7808,f,f,Freguesia (Jacarepaguá),-22.95084,-43.35097,Entire rental unit,Entire home/apt,6,1 bath,2.0,6.0,946.0,5,19,0,f,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$750 - \$100
7809,f,t,Taquara,-22.91636,-43.38814,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,900.0,1,1125,0,t,0.0,1.0,1,1,0,1,0,0,1,0,bath,\$750 - \$100
7810,f,t,Jacarepaguá,-22.9705,-43.39499,Private room in rental unit,Private room,2,1 bath,1.0,1.0,250.0,2,1125,1,f,0.04,1.0,1,1,0,1,0,0,1,0,bath,\$100 - \$250
7811,f,f,Barra da Tijuca,-23.00692,-43.39413,Entire rental unit,Entire home/apt,4,2.5 baths,4.0,3.0,221.0,36,1125,0,t,0.0,2.5,1,1,0,0,0,1,1,0,bath,\$100 - \$250
7812,f,f,São Cristóvão,-22.89696,-43.22834,Private room in rental unit,Private room,4,1 bath,1.0,2.0,556.0,1,1125,0,t,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$501 - \$750
7813,f,f,Copacabana,-22.96678,-43.18638,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,350.0,2,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7814,f,t,Copacabana,-22.98281,-43.19049,Entire rental unit,Entire home/apt,3,2 baths,1.0,2.0,189.0,2,1125,31,f,0.57,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7815,f,f,Recreio dos Bandeirantes,-23.00669,-43.44225,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,1000.0,6,30,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7816,f,t,Copacabana,-22.98096,-43.19134,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,74.0,2,1125,55,f,1.51,1.0,1,1,1,1,0,0,0,0,bath,< \$100
7817,t,t,Jacarepaguá,-22.97146,-43.38344,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,341.0,3,90,11,f,0.42,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7818,t,t,Copacabana,-22.96498,-43.17859,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,82.0,2,1124,323,t,5.08,1.0,1,1,1,1,0,0,0,1,shared bath,< \$100
7820,f,f,Botafogo,-22.95627,-43.19617,Entire rental unit,Entire home/apt,5,2 baths,2.0,5.0,1113.0,8,1125,0,t,0.0,2.0,1,1,0,1,0,0,0,0,bath,> \$1000
7821,f,f,Engenho Novo,-22.90133,-43.271,Entire rental unit,Entire home/apt,4,3 baths,2.0,3.0,1000.0,7,30,0,f,0.0,3.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
7822,t,t,Copacabana,-22.98243,-43.19018,Entire rental unit,Entire home/apt,5,1 bath,1.0,3.0,143.0,2,30,56,t,0.89,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7824,f,f,Santa Teresa,-22.91496,-43.18291,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,181.0,1,1125,14,f,0.4,1.0,0,1,1,1,0,0,0,0,bath,\$100 - \$250
7825,f,t,Copacabana,-22.98624,-43.19229,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,400.0,5,1125,5,t,0.15,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7826,f,t,Ipanema,-22.98135,-43.19964,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,417.0,1,1125,2,f,0.03,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7828,f,t,Copacabana,-22.9861,-43.18927,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,1050.0,4,6,0,f,0.0,1.0,1,1,1,1,0,0,0,0,bath,> \$1000
7829,f,t,Irajá,-22.84044,-43.32723,Private room in residential home,Private room,2,1 private bath,1.0,2.0,267.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7830,f,f,Recreio dos Bandeirantes,-23.00753,-43.45691,Entire rental unit,Entire home/apt,4,3 baths,2.0,4.0,700.0,5,360,0,f,0.0,3.0,0,0,0,0,0,0,0,0,bath,\$501 - \$750
7831,f,t,Barra da Tijuca,-22.99903,-43.37745,Entire rental unit,Entire home/apt,5,3 baths,3.0,5.0,250.0,10,1125,8,f,0.13,3.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
7832,f,t,Flamengo,-22.93446,-43.17793,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,261.0,4,20,19,f,0.3,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7833,f,t,Barra da Tijuca,-23.0031,-43.35022,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,612.0,5,1125,5,f,0.1,3.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7835,f,t,Vila Isabel,-22.91973,-43.23733,Entire rental unit,Entire home/apt,6,2 baths,2.0,1.0,359.0,1,1125,0,f,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
7836,f,t,Barra da Tijuca,-22.97405,-43.39523,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,900.0,10,45,0,f,0.0,2.0,0,0,0,0,0,0,0,0,bath,\$750 - \$100
7837,f,f,Copacabana,-22.96854,-43.1923,Private room in rental unit,Private room,2,1 bath,1.0,2.0,200.0,1,1125,6,f,0.1,1.0,1,0,0,1,0,0,0,0,bath,\$100 - \$250
7838,f,f,Laranjeiras,-22.93028,-43.19041,Private room in villa,Private room,2,1 bath,1.0,1.0,223.0,15,30,0,t,0.0,1.0,0,0,0,0,0,0,0,0,bath,\$100 - \$250
7839,f,t,Copacabana,-22.98364,-43.19299,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,1029.0,2,15,0,t,0.0,2.0,1,1,1,1,0,0,0,0,bath,> \$1000
7840,f,t,Barra da Tijuca,-23.00854,-43.42825,Entire rental unit,Entire home/apt,4,1 bath,2.0,1.0,650.0,7,43,0,t,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7841,f,t,Barra da Tijuca,-22.97298,-43.39401,Entire condominium (condo),Entire home/apt,6,1 bath,2.0,6.0,459.0,1,30,2,f,0.08,1.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
7842,f,f,Ipanema,-22.98357,-43.20806,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1000.0,5,1125,4,t,0.09,2.0,1,1,1,1,0,0,0,0,bath,\$750 - \$100
7843,f,f,Osvaldo Cruz,-22.86947,-43.35135,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,400.0,1,30,0,t,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7844,f,t,Recreio dos Bandeirantes,-23.01728,-43.45736,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,154.0,2,1125,67,t,1.18,2.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
7845,f,f,Paquetá,-22.75259,-43.10552,Entire rental unit,Entire home/apt,6,1 bath,2.0,5.0,350.0,2,1125,0,f,0.0,1.0,0,1,0,1,0,1,0,0,bath,\$251 - \$500
7846,f,t,Tijuca,-22.92517,-43.23321,Private room in rental unit,Private room,2,2 baths,1.0,2.0,230.0,1,1125,0,t,0.0,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7847,f,f,Barra da Tijuca,-22.97754,-43.39445,Entire rental unit,Entire home/apt,2,2 baths,2.0,3.0,195.0,120,120,2,f,0.03,2.0,0,1,1,1,0,1,1,0,bath,\$100 - \$250
7848,f,t,Leblon,-22.98241,-43.21657,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,168.0,2,7,3,f,0.05,1.0,1,1,1,0,0,0,0,0,bath,\$100 - \$250
7849,f,f,Barra da Tijuca,-22.99985,-43.39906,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,220.0,7,21,0,f,0.0,1.5,1,1,0,1,0,1,1,0,bath,\$100 - \$250
7851,f,f,Barra da Tijuca,-23.00915,-43.36345,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,750.0,7,40,0,t,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7852,f,t,Jacarepaguá,-22.97252,-43.38269,Private room in condominium (condo),Private room,2,1 private bath,1.0,2.0,290.0,1,1125,20,t,0.31,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7853,f,f,Taquara,-22.91867,-43.37183,Entire rental unit,Entire home/apt,10,2.5 baths,2.0,4.0,835.0,15,30,0,f,0.0,2.5,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7854,f,f,Barra da Tijuca,-22.99433,-43.40068,Entire rental unit,Entire home/apt,6,3 baths,2.0,2.0,500.0,9,30,0,f,0.0,3.0,0,1,0,1,0,1,1,0,bath,\$251 - \$500
7855,f,t,Jacarepaguá,-22.9726,-43.38113,Private room in condominium (condo),Private room,2,1 private bath,1.0,1.0,290.0,1,1125,11,t,0.17,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7856,f,f,Copacabana,-22.96287,-43.17404,Entire rental unit,Entire home/apt,6,1 bath,1.0,2.0,350.0,15,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
7857,f,f,Copacabana,-22.96347,-43.17496,Entire condominium (condo),Entire home/apt,3,1 bath,1.0,2.0,216.0,6,1125,0,f,0.0,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7858,f,t,Flamengo,-22.93567,-43.17879,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,280.0,3,1125,8,f,0.14,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7859,f,f,Ipanema,-22.98619,-43.19556,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,447.0,2,1125,9,f,0.14,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7860,f,f,Jacarepaguá,-22.97088,-43.35725,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,450.0,5,1125,0,t,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$251 - \$500
7861,f,f,Copacabana,-22.96882,-43.18042,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,270.0,2,60,6,f,0.1,1.0,1,1,1,0,0,0,0,0,bath,\$251 - \$500
7862,f,t,Leblon,-22.97874,-43.22583,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,291.0,2,1125,13,f,0.21,1.5,1,1,0,1,0,1,0,0,bath,\$251 - \$500
7864,f,f,Freguesia (Jacarepaguá),-22.93417,-43.33612,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,800.0,10,1125,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7865,f,f,Barra da Tijuca,-23.00557,-43.32498,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,1000.0,20,29,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7866,f,f,Barra da Tijuca,-23.01444,-43.30456,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,520.0,5,1125,0,f,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$501 - \$750
7868,f,t,Jacarepaguá,-22.96884,-43.38211,Private room in rental unit,Private room,2,2 baths,2.0,1.0,750.0,2,1125,1,t,0.04,2.0,1,1,1,1,0,1,1,0,bath,\$501 - \$750
7869,f,t,Santa Teresa,-22.92403,-43.19062,Shared room in residential home,Shared room,4,2 shared baths,1.0,1.0,90.0,1,1125,4,f,0.06,2.0,1,0,0,1,0,0,1,1,shared bath,< \$100
7870,f,f,Centro,-22.90616,-43.17215,Entire rental unit,Entire home/apt,7,2 baths,3.0,2.0,946.0,3,35,0,f,0.0,2.0,0,1,0,1,0,0,0,0,bath,\$750 - \$100
7871,f,f,Vila Isabel,-22.91854,-43.25424,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,200.0,3,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7872,t,t,Ipanema,-22.98386,-43.19549,Entire rental unit,Entire home/apt,3,1 bath,1.0,3.0,179.0,1,1125,75,f,1.18,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7873,f,f,Santa Teresa,-22.92396,-43.18958,Private room in residential home,Private room,2,1 bath,1.0,1.0,87.0,1,1125,4,f,0.07,1.0,1,0,0,0,0,0,0,0,bath,< \$100
7874,f,f,Recreio dos Bandeirantes,-23.01877,-43.48391,Entire rental unit,Entire home/apt,5,3 baths,3.0,3.0,1010.0,1,1125,0,t,0.0,3.0,1,1,0,1,0,1,0,0,bath,> \$1000
7875,f,f,Copacabana,-22.96482,-43.19051,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,540.0,5,1125,0,f,0.0,2.0,0,1,0,1,0,0,0,0,bath,\$501 - \$750
7876,f,f,Centro,-22.91359,-43.18172,Entire rental unit,Entire home/apt,3,1 bath,1.0,3.0,350.0,7,20,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7877,t,f,Barra de Guaratiba,-23.06351,-43.56156,Entire chalet,Entire home/apt,2,1 bath,1.0,1.0,200.0,2,30,17,f,0.34,1.0,0,1,0,1,0,1,0,0,bath,\$100 - \$250
7878,f,f,Andaraí,-22.9249,-43.24719,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,1000.0,6,1125,0,f,0.0,3.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
7879,f,f,Copacabana,-22.96751,-43.18179,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,500.0,4,15,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7880,f,t,Jacarepaguá,-22.96751,-43.41343,Private room in condominium (condo),Private room,2,1 shared bath,1.0,2.0,200.0,2,1125,2,f,0.08,1.0,1,0,1,1,0,1,0,1,shared bath,\$100 - \$250
7881,f,t,Tijuca,-22.9215,-43.22762,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,700.0,2,30,0,f,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$501 - \$750
7882,f,f,Jacarepaguá,-22.96512,-43.3364,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,233.0,3,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7883,t,f,Freguesia (Jacarepaguá),-22.9468,-43.33872,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,300.0,2,1125,3,f,0.05,1.0,0,1,0,1,0,1,0,0,bath,\$251 - \$500
7886,f,f,Vila Isabel,-22.91786,-43.26053,Entire rental unit,Entire home/apt,4,2 baths,2.0,1.0,1113.0,10,18,0,t,0.0,2.0,0,1,0,1,0,0,0,0,bath,> \$1000
7887,f,f,Barra da Tijuca,-23.00367,-43.33011,Entire rental unit,Entire home/apt,4,3 baths,2.0,4.0,854.0,15,1125,0,f,0.0,3.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7888,f,t,Copacabana,-22.9748,-43.19063,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,220.0,10,20,0,f,0.0,1.0,0,1,1,1,0,0,0,0,bath,\$100 - \$250
7889,t,t,Copacabana,-22.97093,-43.18774,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,139.0,1,1125,113,f,1.78,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7890,f,f,Barra da Tijuca,-23.01136,-43.3214,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,243.0,2,1125,3,f,0.06,1.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
7891,f,f,Vila Isabel,-22.9131,-43.2453,Private room in guesthouse,Private room,2,1.5 shared baths,1.0,1.0,60.0,10,1125,1,f,0.02,1.5,1,1,1,1,0,0,0,1,shared bath,< \$100
7892,f,f,Recreio dos Bandeirantes,-23.01587,-43.48036,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,1123.0,7,27,0,t,0.0,2.0,1,1,0,1,0,1,0,0,bath,> \$1000
7893,f,f,Barra da Tijuca,-22.98918,-43.35727,Private room in rental unit,Private room,2,1 bath,1.0,1.0,350.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
7894,f,f,Tijuca,-22.92952,-43.24822,Shared room in residential home,Shared room,4,1 shared bath,1.0,4.0,400.0,1,1125,0,t,0.0,1.0,1,1,1,0,0,0,0,1,shared bath,\$251 - \$500
7895,f,f,Barra da Tijuca,-22.98787,-43.35559,Private room in rental unit,Private room,2,1 bath,1.0,1.0,430.0,1,1125,1,f,0.02,1.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
7897,f,f,Camorim,-22.98289,-43.41845,Private room in residential home,Private room,2,1 bath,1.0,2.0,556.0,1,1125,1,f,0.02,1.0,0,0,0,0,0,0,0,0,bath,\$501 - \$750
7898,f,t,Barra da Tijuca,-23.00461,-43.3232,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,150.0,1,1125,4,f,0.16,1.0,0,0,0,0,0,0,0,1,shared bath,\$100 - \$250
7899,f,f,Copacabana,-22.98269,-43.19028,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,842.0,15,35,0,t,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
7900,f,f,Botafogo,-22.95337,-43.18612,Private room in rental unit,Private room,4,1 private bath,1.0,2.0,835.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7901,f,f,Inhaúma,-22.88024,-43.28575,Entire rental unit,Entire home/apt,6,3 baths,2.0,3.0,800.0,10,20,0,t,0.0,3.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
7902,f,f,Recreio dos Bandeirantes,-23.02148,-43.4721,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,350.0,4,1125,0,f,0.0,1.0,1,0,0,1,0,1,0,0,bath,\$251 - \$500
7903,t,t,Copacabana,-22.9718,-43.18717,Entire loft,Entire home/apt,4,1 bath,1.0,2.0,275.0,2,60,104,f,1.64,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7904,f,f,Leme,-22.96493,-43.172,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,450.0,10,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
7905,f,f,Ipanema,-22.98617,-43.21051,Entire rental unit,Entire home/apt,3,2 baths,2.0,3.0,1000.0,8,1125,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7906,f,f,Anchieta,-22.82513,-43.40635,Entire residential home,Entire home/apt,5,2 baths,2.0,3.0,120.0,3,1125,9,t,0.17,2.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
7907,f,t,Copacabana,-22.97554,-43.19112,Entire rental unit,Entire home/apt,8,2 baths,3.0,7.0,379.0,2,1125,17,f,0.29,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7908,f,f,Barra da Tijuca,-23.00925,-43.36641,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1000.0,10,18,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7909,f,t,Ipanema,-22.98448,-43.20059,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,101.0,2,1125,42,f,0.66,1.0,1,0,0,0,0,0,0,1,shared bath,\$100 - \$250
7910,f,f,Copacabana,-22.96373,-43.17577,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,600.0,7,1125,0,t,0.0,1.0,1,1,0,0,0,0,0,0,bath,\$501 - \$750
7911,f,f,Rio Comprido,-22.9262,-43.21102,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,835.0,2,7,0,f,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7912,f,t,Copacabana,-22.96636,-43.18098,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,300.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
7913,f,t,Ipanema,-22.98389,-43.2021,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,101.0,2,1125,36,f,0.57,1.0,1,0,0,0,0,0,0,1,shared bath,\$100 - \$250
7914,f,f,Santa Teresa,-22.91756,-43.18559,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,230.0,2,10,0,f,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,\$100 - \$250
7915,f,f,Tijuca,-22.94661,-43.25719,Private room in residential home,Private room,2,1 bath,1.0,1.0,500.0,1,1125,0,t,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
7916,f,f,Vila Isabel,-22.91031,-43.24192,Private room in rental unit,Private room,2,1 bath,1.0,1.0,213.0,1,1125,0,t,0.0,1.0,1,0,0,1,0,0,0,0,bath,\$100 - \$250
7917,f,f,Irajá,-22.8374,-43.32422,Entire residential home,Entire home/apt,4,1 bath,2.0,4.0,816.0,10,30,0,t,0.0,1.0,0,1,0,1,0,1,0,0,bath,\$750 - \$100
7918,f,t,Botafogo,-22.95037,-43.18161,Private room in hostel,Private room,2,1 private bath,1.0,1.0,116.0,20,40,5,f,0.09,1.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
7919,f,t,Recreio dos Bandeirantes,-23.02981,-43.4762,Entire rental unit,Entire home/apt,4,2 baths,2.0,7.0,140.0,1,30,0,f,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7921,f,f,Jacarepaguá,-22.97135,-43.39349,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,900.0,7,30,0,f,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$750 - \$100
7922,f,f,Jacarepaguá,-22.96978,-43.38079,Entire rental unit,Entire home/apt,4,2 baths,2.0,1.0,1000.0,6,1125,0,f,0.0,2.0,0,1,0,1,0,1,1,0,bath,\$750 - \$100
7923,f,t,Freguesia (Jacarepaguá),-22.92916,-43.34385,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,278.0,5,50,0,t,0.0,2.0,0,1,0,1,0,1,1,0,bath,\$251 - \$500
7924,f,f,Barra da Tijuca,-23.00593,-43.34629,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,900.0,10,17,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7925,f,t,Tijuca,-22.92595,-43.21813,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,57.0,30,150,9,f,0.14,1.0,1,1,1,1,0,0,0,1,shared bath,< \$100
7926,f,t,Itanhangá,-22.98342,-43.30178,Private room in castle,Private room,2,1 bath,1.0,2.0,400.0,3,1125,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
7927,f,f,Ipanema,-22.9852,-43.19524,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,1000.0,3,60,12,f,0.19,2.0,1,1,1,1,0,0,0,0,bath,\$750 - \$100
7928,f,f,Barra da Tijuca,-23.0041,-43.37924,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,500.0,1,1125,7,f,0.11,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7931,f,f,Barra da Tijuca,-23.00845,-43.32645,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,585.0,15,1125,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7932,f,f,Jacarepaguá,-22.94672,-43.33026,Private room in residential home,Private room,2,1 bath,1.0,1.0,334.0,1,1125,0,f,0.0,1.0,1,0,0,1,0,1,1,0,bath,\$251 - \$500
7933,f,f,Freguesia (Jacarepaguá),-22.93955,-43.35581,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,835.0,1,1125,0,f,0.0,2.0,0,0,0,0,0,0,0,0,bath,\$750 - \$100
7934,f,t,Leblon,-22.98283,-43.23199,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,340.0,2,1125,1,t,0.03,1.0,1,1,1,1,0,1,0,1,shared bath,\$251 - \$500
7935,f,f,Jacarepaguá,-22.96835,-43.39075,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,800.0,5,1125,0,t,0.0,2.0,0,1,0,1,0,1,1,0,bath,\$750 - \$100
7937,f,f,Tijuca,-22.91631,-43.21845,Private room in residential home,Private room,3,1 bath,1.0,2.0,700.0,1,1125,0,t,0.0,1.0,1,0,0,1,0,1,0,0,bath,\$501 - \$750
7939,f,f,Tijuca,-22.92834,-43.23769,Private room in rental unit,Private room,4,2 baths,1.0,2.0,835.0,1,1125,0,f,0.0,2.0,0,1,0,1,0,1,0,0,bath,\$750 - \$100
7940,f,t,Centro,-22.91403,-43.18376,Entire rental unit,Entire home/apt,5,1 bath,1.0,4.0,140.0,2,1125,23,t,0.39,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7941,f,t,Taquara,-22.92758,-43.37744,Private room in rental unit,Private room,2,2 baths,2.0,4.0,250.0,7,40,0,t,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
7942,f,f,Freguesia (Jacarepaguá),-22.94538,-43.35237,Entire rental unit,Entire home/apt,3,1 bath,1.0,3.0,250.0,5,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7943,f,f,Freguesia (Jacarepaguá),-22.94682,-43.35087,Shared room in rental unit,Shared room,3,1 shared bath,1.0,3.0,320.0,1,1125,1,t,0.04,1.0,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
7944,f,t,Jacarepaguá,-22.96816,-43.39239,Private room in rental unit,Private room,2,1.5 baths,1.0,2.0,700.0,1,1125,3,f,0.12,1.5,1,1,0,1,0,0,1,0,bath,\$501 - \$750
7946,f,t,Jacarepaguá,-22.97047,-43.3947,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,800.0,1,1125,3,f,0.12,1.5,1,1,0,1,0,0,1,0,bath,\$750 - \$100
